date,n,var_index,vol_index,own_term,cross_term_base,rho_implied,rho_weighted_actual,rho_simple_actual,own_share,cross_share,avg_constituent_vol,dispersion_ratio,h_ratio,comovement_C,absorption,residual,n_names
1999-04-06,19,0.03190612883955128,0.17862286762772364,0.0065725116796578765,0.11482164505087686,0.22063450796814674,0.22063450796814668,0.22404799992498736,0.2059952717143955,0.7940047282856045,0.3484166424419688,0.48732969132645687,0.05414191141215505,0.26283084539542595,0.2740271106395264,0.0,19
1999-04-07,19,0.03170528992819913,0.17805979312635162,0.006515310373533374,0.11372910621302135,0.22149105355214377,0.22149105355214385,0.22399664989038393,0.20549600360974984,0.7945039963902502,0.3467627670130614,0.48650832769584895,0.05418389109854014,0.2636736975257136,0.27462407213903406,0.0,19
1999-04-08,19,0.02975758324238462,0.17250386442739368,0.006324029830699195,0.11035201579370782,0.21235274447085892,0.21235274447085892,0.21510562866421393,0.21251826061236348,0.7874817393876365,0.34157875464438214,0.49498069747637685,0.054201612651982915,0.25504449592144685,0.2623245175176299,0.0,19
1999-04-09,19,0.02912292233048347,0.17065439440718622,0.006302586137770632,0.10993991298474158,0.20757098648859254,0.20757098648859262,0.2102441355310872,0.21641324542398707,0.7835867545760129,0.34094354242676633,0.4994643594288275,0.05421929316168699,0.250535927481994,0.2578093165087704,0.0,19
1999-04-12,19,0.030168627614273406,0.17369118461877509,0.006316277865686839,0.11028479831637851,0.21627957898748978,0.21627957898748984,0.21895386038175332,0.20936576719514005,0.7906342328048599,0.341468997395174,0.49134127565388785,0.054169979150315586,0.25873369785341405,0.26471747290502917,0.0,19
1999-04-13,19,0.02992137322804999,0.17297795590204548,0.006343503216377452,0.11046982179947698,0.21343267896702778,0.21343267896702778,0.2165882733041741,0.21200575147502565,0.7879942485249744,0.34177964394599986,0.49389040872962153,0.054304619918288284,0.25614691837586956,0.2622699771500253,0.0,19
1999-04-14,19,0.034748506871882426,0.18640951389851976,0.006764413527997804,0.11738033171699616,0.23840530125058973,0.23840530125058962,0.2390550632860366,0.19466774652902824,0.8053322534709718,0.35234180172808616,0.47094124800332904,0.054488118000069544,0.279903163064275,0.28115652892351894,0.0,19
1999-04-15,19,0.03883624128209902,0.19706912818120198,0.007146590858398577,0.12443191552573238,0.25467461695666865,0.2546746169566686,0.25655842817065044,0.18401860279132343,0.8159813972086766,0.3627375171996012,0.45671699552169,0.054314272557060214,0.2951564229549794,0.3014851417187507,0.0,19
1999-04-16,19,0.03672476277005457,0.19163706001203049,0.007080215972081977,0.1231871681457545,0.24064638585487488,0.2406463858548748,0.2429885346130553,0.1927913330962398,0.8072086669037601,0.36092573213590146,0.4690401848658652,0.05435140975639304,0.28191832528727456,0.2888138030345731,0.0,19
1999-04-19,19,0.03608697825109658,0.18996572914896145,0.007358339492732885,0.12827696573171848,0.22395789138361333,0.2239578913836133,0.22580957665228057,0.20390567039259616,0.7960943296074039,0.36828698758502365,0.48419103700994737,0.05425091557508713,0.26605888630087354,0.27752925875382767,0.0,19
1999-04-20,19,0.03792427275270849,0.1947415537390736,0.007531348443568324,0.13165923438378405,0.2308453672193277,0.23084536721932764,0.23247965881981064,0.19858913294600877,0.8014108670539912,0.37308254157404946,0.478020191142015,0.05410817521261458,0.27246292085541857,0.2894117875708472,0.0,19
1999-04-21,19,0.03760205646019917,0.19391249691600376,0.007612754942459627,0.13327781865008953,0.22501344801023573,0.2250134480102357,0.22701910041193493,0.20245581383341457,0.7975441861665855,0.37535393110043375,0.48338759541559606,0.05403310348125532,0.26688837657047987,0.2868479066868889,0.0,19
1999-04-22,19,0.037262524621601935,0.19303503469992678,0.007687904152112781,0.13451610154960206,0.2198593337808238,0.2198593337808237,0.22360285257538948,0.20631731827574368,0.7936826817242562,0.3770994639371884,0.4881057833270225,0.054062500660064544,0.2620356890632412,0.28567888452354995,0.0,19
1999-04-23,19,0.036772366552221894,0.19176122275429383,0.007655715612388146,0.13387586134783047,0.21748992422303917,0.21748992422303923,0.22107344754190694,0.20819208362659936,0.7918079163734006,0.37620682737055505,0.49027713267570916,0.054091926175174304,0.25981740147329657,0.28517357936240056,0.0,19
