date,n,var_index,vol_index,own_term,cross_term_base,rho_implied,rho_weighted_actual,rho_simple_actual,own_share,cross_share,avg_constituent_vol,dispersion_ratio,h_ratio,comovement_C,absorption,residual,n_names
1999-04-06,13,0.07837302977882503,0.2799518347480956,0.014563389194620151,0.16036095402575723,0.3979125777335782,0.39791257773357824,0.39052150544435105,0.1858214392849071,0.8141785607150929,0.4182395763439627,0.33064241027764063,0.0832553601546044,0.4480395829189265,0.45539511444278513,0.0,13
1999-04-07,13,0.07902241039166344,0.28110924992191816,0.014867169387946433,0.16333686137898581,0.39277870568884904,0.39277870568884926,0.3854705387865174,0.18813864717944445,0.8118613528205555,0.4221421925926527,0.33408871500040904,0.08342779522978783,0.4434378394898065,0.45105806408354904,0.0,13
1999-04-08,13,0.07506424749316962,0.2739785529802828,0.014439297080802407,0.15916127436891622,0.3809026451487567,0.3809026451487569,0.3747345801009514,0.19235917980948644,0.8076408201905134,0.4166540188810359,0.34243151256268134,0.08317540063504099,0.43239631567060305,0.43920437065354123,0.0,13
1999-04-09,13,0.07583478930252485,0.27538117092954056,0.01426169658489661,0.15791276507096774,0.3899184001366616,0.3899184001366615,0.3843971696357797,0.18806271786426362,0.8119372821357363,0.4149391059611812,0.3363335319006946,0.08283282228814129,0.44045318087940644,0.4494465929058536,0.0,13
1999-04-12,13,0.07607914039715552,0.27582447389083425,0.014371325815582415,0.15918939723739026,0.3876377174137527,0.3876377174137525,0.38426714444575294,0.188899687096356,0.811100312903644,0.4166061966089471,0.3379251769753666,0.0828028690062332,0.43834307128309963,0.4488260536316099,0.0,13
1999-04-13,13,0.07617588140130441,0.27599978514720697,0.014388073753493982,0.1586983461660745,0.3893412196189541,0.3893412196189542,0.3855494277897178,0.188879649159499,0.8111203508405009,0.41603656079672674,0.33659728217477747,0.08312653159144417,0.4401031660178919,0.4502084729722596,0.0,13
1999-04-14,13,0.07739080978558824,0.278192037602783,0.014641977439875517,0.16159176551506607,0.3883170169327862,0.38831701693278614,0.38345783846580006,0.1891952995509572,0.8108047004490428,0.4198020282882654,0.3373256467170833,0.08308271273350354,0.43913729849893196,0.4484879641399257,0.0,13
1999-04-15,13,0.08342022285954584,0.28882559245943884,0.015237668610016814,0.16882299763468733,0.4038700603875538,0.40387006038755363,0.3989034412741475,0.18266156679624784,0.8173384332037522,0.42902292041883283,0.32678283906726147,0.08278612112464434,0.45322134577433665,0.46710350881172763,0.0,13
1999-04-16,13,0.08713521907186438,0.295186752873269,0.015652818838128767,0.17317757833020594,0.41276937189545815,0.412769371895458,0.4053760951200371,0.17963825654950355,0.8203617434504965,0.4345461968172483,0.32070110143568453,0.08289353341864185,0.461446993590692,0.4724060776407939,0.0,13
1999-04-19,13,0.08788528431939319,0.2964545231892966,0.015754254813500616,0.17449632981633809,0.4133670294487703,0.41336702944877024,0.40509593159117047,0.17925930302787002,0.8207406969721299,0.43617723992643026,0.3203347262243683,0.08280791801062216,0.4619448843765043,0.4722020252891322,0.0,13
1999-04-20,13,0.09251820999568598,0.30416806209016417,0.016131607387760385,0.1786441205246918,0.4275909130598429,0.4275909130598429,0.41796534761988297,0.1743614299121501,0.8256385700878499,0.44133403212584027,0.3107985336525444,0.08282144577588857,0.474998661215483,0.4858151224293919,0.0,13
1999-04-21,13,0.0918353115954227,0.30304341536390905,0.01612507156879323,0.17887014158722128,0.42326930227039256,0.42326930227039256,0.413424404464336,0.17558683352468685,0.8244131664753132,0.4415826232496185,0.3137333776093716,0.08269470469457964,0.4709618770074413,0.4822637472968418,0.0,13
1999-04-22,13,0.09241125517175781,0.30399219590600973,0.016241282010947256,0.18002470000094734,0.4231084576750287,0.4231084576750287,0.4126322858164217,0.17575004235967592,0.8242499576403242,0.4430191666416867,0.31381705624515743,0.08275138587166349,0.4708470323000614,0.48086431397670854,0.0,13
1999-04-23,13,0.09521192829123973,0.3085643017123655,0.01647144926573461,0.18216181027222278,0.43225569019014065,0.4322556901901406,0.41974360592402277,0.17299774893068853,0.8270022510693115,0.445682913670647,0.3076595663696682,0.08292392373789262,0.479335276039436,0.48700090847022737,0.0,13
1999-04-26,13,0.09506982267613759,0.3083339466814149,0.016474285661645507,0.1821150291233843,0.43157084504674803,0.4315708450467481,0.4210650678848975,0.17328617218280068,0.8267138278171993,0.44563361047505134,0.3080998842238878,0.08295655624512677,0.4787257702109974,0.48877147535911075,0.0,13
1999-04-27,13,0.09455575487534797,0.3074991949182111,0.016412588344795247,0.1819518675297707,0.4294716376998277,0.4294716376998276,0.42046131001192605,0.1735757740650669,0.8264242259349331,0.44538124778055704,0.3095820795092872,0.08273956275298436,0.4766769049347202,0.48772391706339796,0.0,13
1999-04-28,13,0.09759540563516486,0.3124026338479957,0.016745561630309595,0.18541107772968263,0.43605724638917803,0.43605724638917837,0.42633658381926043,0.171581454283909,0.828418545716091,0.4496183263168798,0.3051826058624174,0.082834586503438,0.4827712111961407,0.49576133393807004,0.0,13
1999-04-29,13,0.0983095105058208,0.31354347466630655,0.016857721387041117,0.18693517468468587,0.435722111989726,0.435722111989726,0.4255021508285522,0.17147599759479007,0.82852400240521,0.4514342655046546,0.3054504307159783,0.0827198676302626,0.48239910419262,0.49403123663086596,0.0,13
1999-04-30,13,0.10034694941853772,0.3167758662185895,0.0168804652199881,0.1873153289169799,0.44559345292847247,0.44559345292847236,0.4358766022980154,0.16822101038250065,0.8317789896174994,0.4518802873958633,0.2989827725300118,0.08266803580031244,0.4914251532097091,0.5030062938508435,0.0,13
1999-05-03,13,0.10110959933826642,0.31797735664393845,0.01689138005817933,0.18730011898341037,0.4496431702082715,0.44964317020827177,0.43964419630107354,0.16706010278676417,0.8329398972132358,0.4518755349004742,0.2963165029193866,0.08272322862343498,0.49517046406360155,0.5059075456353347,0.0,13
1999-05-04,13,0.10164223392083416,0.3188137919238033,0.016790234880496465,0.18579009849876751,0.45670894049771216,0.45670894049771227,0.4466135303785073,0.16518954998149524,0.8348104500185047,0.45008925045957715,0.291665393922941,0.08288186024979217,0.5017379141663423,0.5123461177131898,0.0,13
1999-05-05,13,0.09860728225782366,0.31401796486478867,0.016462940233315234,0.1827687285672654,0.44944418374216777,0.4494441837421678,0.44071667426225813,0.16695460879116805,0.8330453912088319,0.446353748500649,0.2964818466975817,0.08263214544367284,0.494937792026045,0.5072171161507221,0.0,13
1999-05-06,13,0.10007578677065945,0.31634757272762415,0.016544276818659092,0.18374492647423463,0.4546058035714714,0.45460580357147146,0.44601532776696673,0.1653174794076123,0.8346825205923877,0.44753681780708693,0.29313620658582906,0.08260194032758472,0.49965642243987174,0.5112740942309842,0.0,13
1999-05-07,13,0.09825315342272024,0.31345359054048216,0.01646235841077071,0.18276901035485202,0.44750909825002627,0.4475090982500264,0.4389269069895006,0.16755043311377243,0.8324495668862276,0.4463534124050389,0.2977457283197784,0.08262934954855002,0.49316106209311844,0.5047744216533773,0.0,13
1999-05-10,13,0.09820423801774028,0.31337555427592034,0.016398575122819403,0.1821274044124853,0.449167236302594,0.44916723630259403,0.4401363250712574,0.16698439348266267,0.8330156065173373,0.44556254278754703,0.29667437411734143,0.08260165828776671,0.4946669360232333,0.5065204449597486,0.0,13
1999-05-11,13,0.09591665857201893,0.30970414684343334,0.016245992706142114,0.1802932218855352,0.44189495884908103,0.4418949588490812,0.43257543281214794,0.16937613286375927,0.8306238671362407,0.44332743496390714,0.3014099231899613,0.08266031153067441,0.4880280954174559,0.5002640713878708,0.0,13
1999-05-12,13,0.09756491335511343,0.31235382718179305,0.016308673623877813,0.1811961843577412,0.4484434372569839,0.4484434372569839,0.4390090076046779,0.16715715786594368,0.8328428421340562,0.44441518648851214,0.29715762044538685,0.0825735315604014,0.4939874104979909,0.5057984064502651,0.0,13
1999-05-13,13,0.0978130615437792,0.31275079783076365,0.016138105645966176,0.17902566688391958,0.4562192523531899,0.4562192523531897,0.4458707938096813,0.1649892702596072,0.8350107297403927,0.4417734402721442,0.29205613257759266,0.08269006812468191,0.5011845194209951,0.5138493521448251,0.0,13
1999-05-14,13,0.09760850158707832,0.3124235931985264,0.016013829747058138,0.1776911205946535,0.4591938616119868,0.4591938616119867,0.4495829295321583,0.16406183361776033,0.8359381663822396,0.4401192455934092,0.29013876051412335,0.08267124675341755,0.5039029793244251,0.5176014088938039,0.0,13
1999-05-17,13,0.09686408281744985,0.311229951671509,0.016012035247376568,0.17748483222460187,0.4555434205654113,0.45554342056541147,0.445957244931393,0.16530415383742256,0.8346958461625774,0.43988278833341327,0.2924707219151085,0.0827508757974874,0.5005976793473278,0.5147213138039225,0.0,13
1999-05-18,13,0.09589911382701205,0.309675820539822,0.01591739080518547,0.17539779933562913,0.45600186162415335,0.45600186162415346,0.443992945244259,0.16598058282267458,0.8340194171773253,0.43739591920914694,0.2920011208615181,0.08319982743382645,0.5012624128613467,0.5129527229552125,0.0,13
1999-05-19,13,0.09562033622621167,0.3092253809541055,0.015805814487514742,0.1746830673014628,0.456910466318727,0.456910466318727,0.4451580293724997,0.16529762507969528,0.8347023749203047,0.43645031995517836,0.29149924558226536,0.08297499748580775,0.501973319010499,0.5143916798319256,0.0,13
1999-05-20,13,0.09416526201646404,0.3068635886130253,0.015760879833374493,0.17433066293127691,0.4497452190266575,0.44974521902665743,0.4402505592132526,0.1673746718892879,0.832625328110712,0.4359948884616096,0.29617617835892274,0.08291205176280635,0.495367971909451,0.5110549692312288,0.0,13
1999-05-21,13,0.09573266116176277,0.3094069507327894,0.015906961185949114,0.17599478432620222,0.4535685547809109,0.4535685547809109,0.44300394889553335,0.1661602319721435,0.8338397680278565,0.4380659145746806,0.2936977280389562,0.08289117508283361,0.49886289937733225,0.5135007120118397,0.0,13
1999-05-24,13,0.09911483895345727,0.3148250926363038,0.016200889252829094,0.1788785706958256,0.46352086433885564,0.46352086433885586,0.44887710514356627,0.16345573905877778,0.8365442609412223,0.4416780048277871,0.287206767837452,0.08304764252009515,0.508074191816732,0.5183108762063273,0.0,13
1999-05-25,13,0.09993504700312562,0.3161250496292972,0.016263061624369978,0.17931592325019716,0.466617709471396,0.4666177094713961,0.45118037779931713,0.1627363183594773,0.8372636816405227,0.442243128691184,0.2851781540057672,0.083153420776778,0.5109702715106027,0.5194657419452924,0.0,13
1999-05-26,13,0.10293480598977744,0.3208345461289626,0.016528053838923314,0.18175919349548933,0.4753913707974198,0.47539137079741983,0.4582813919639949,0.16056817400097623,0.8394318259990239,0.44529456243526333,0.2795004179382825,0.08335409392742565,0.5191196477511096,0.5249052617943223,0.0,13
1999-05-27,13,0.10394778710312483,0.3224093471088033,0.016667614864713836,0.18335516686072104,0.4760169769565869,0.47601697695658696,0.4604629436388504,0.16034602880173082,0.8396539711982691,0.44723906551802345,0.27911183980458787,0.0833285824791346,0.5196797395099263,0.5277105512934223,0.0,13
1999-05-28,13,0.10365431353354539,0.3219538997023415,0.0166432675153702,0.18262907834772077,0.4764358819821044,0.47643588198210435,0.4613233067283703,0.16056512216429839,0.8394348778357017,0.44639931212210776,0.27877599503496897,0.08352020669644182,0.5201640653377992,0.527768402998835,0.0,13
1999-06-01,13,0.10362066904005708,0.32190164497879953,0.016537795621979882,0.1812158111006176,0.4805478776337327,0.4805478776337327,0.46130949463040866,0.15959939049985092,0.8404006095001492,0.444694959182806,0.2761293144173653,0.08362828823232832,0.5239887694458736,0.529369015323277,0.0,13
1999-06-02,13,0.1015687496245796,0.31869852466646215,0.016318100936823884,0.17913258059053472,0.4759081145747772,0.47590811457477705,0.4582362513691737,0.16066064608591885,0.8393393539140812,0.44209804515215695,0.2791225200808666,0.08348960878163898,0.5196643410545606,0.527245740800745,0.0,13
1999-06-03,13,0.10027642958565504,0.31666453793510735,0.01609510146185128,0.17626209120349912,0.4775917927049569,0.47759179270495683,0.46196263616711375,0.16050732488538613,0.8394926751146139,0.43858544511343556,0.2779866695001578,0.08367299001837905,0.5213032494194744,0.5299030155242589,0.0,13
1999-06-04,13,0.10024616152095034,0.31661674232571835,0.016018225494327718,0.17534810493110214,0.48034699924311985,0.48034699924311985,0.4644339741801278,0.15978891611705337,0.8402110838829466,0.4374543752500709,0.2762291104192882,0.08370451300768175,0.523844300604455,0.5322619525097276,0.0,13
1999-06-07,13,0.09983642898551073,0.31596903168745943,0.015944817830137865,0.17410602723673727,0.48184208488832436,0.4818420848883243,0.46525127328329846,0.15970941661436966,0.8402905833856303,0.43594821374433357,0.2752142990250608,0.08389764236263826,0.525314312337734,0.5327336581175715,0.0,13
1999-06-08,13,0.09874736254279087,0.3142409307248037,0.01583270045203888,0.17274122221031635,0.4799934898561822,0.47999348985618207,0.46200926989300417,0.16033542612520904,0.8396645738747909,0.43425099039881904,0.2763610500088838,0.08396017979849524,0.5236533299442452,0.5302807568141777,0.0,13
1999-06-09,13,0.08138340459059729,0.2852777674313182,0.0142172556989051,0.15638327692247878,0.42949700385794654,0.42949700385794637,0.41546188226146724,0.17469477678435322,0.8253052232156468,0.41303817332225345,0.30931863963880224,0.08333652586218855,0.4770407415503948,0.49456046749706417,0.0,13
1999-06-10,13,0.08166484705211476,0.2857706196446982,0.01410714330839331,0.15501284310587624,0.4358200416824718,0.43582004168247174,0.42431556095525697,0.1727443792234225,0.8272556207765774,0.4112420046812698,0.3051035244656424,0.08341499788107254,0.48288111171007203,0.50349853090892,0.0,13
1999-06-11,13,0.08176551267476108,0.28594669551292434,0.014086704585681996,0.1544083513404124,0.43831054150609217,0.43831054150609233,0.4266011322727863,0.17228173743268416,0.8277182625673158,0.4104814927936391,0.30338711846217636,0.0836030737415864,0.48526950672443003,0.5052713730055063,0.0,13
1999-06-14,13,0.08109108774713777,0.28476496931177786,0.014120976328489363,0.15497162993566713,0.4321443314911864,0.43214433149118636,0.4228576910782111,0.1741372168113232,0.8258627831886768,0.41120871375027607,0.3074928624087634,0.0835103121329242,0.4795661356148079,0.5030856226059781,0.0,13
1999-06-15,13,0.08078736544680329,0.2842311831006642,0.014031828722176431,0.1539865982372253,0.43351523761688715,0.4335152376168871,0.4234994400561558,0.17368840591065052,0.8263115940893495,0.40990050861081123,0.30658494651800117,0.08351362988041151,0.4808244363954433,0.5034120677679927,0.0,13
1999-06-16,13,0.07487784297240173,0.27363816066550684,0.013479830213574516,0.14874401783628244,0.4127763499464291,0.4127763499464292,0.4034476590429826,0.18002428593653366,0.8199757140634664,0.4027702174315486,0.3206097451532348,0.08309401099542221,0.4615711183807525,0.49361038021959264,0.0,13
1999-06-17,13,0.07495626634253329,0.2737814207402199,0.013533072103906751,0.1492344564448565,0.41158855469362043,0.4115885546936204,0.4015820351887865,0.18054624068471678,0.8194537593152832,0.40344457927795147,0.32139026076342614,0.08314356201490399,0.4605111781867307,0.49135692226842526,0.0,13
1999-06-18,13,0.07446770928352073,0.2728877228523129,0.01348262509843615,0.14842653961966193,0.4108772214278985,0.4108772214278986,0.40095938545329257,0.18105330791234336,0.8189466920876568,0.402379379091546,0.32181484183306575,0.08327277286564293,0.45993510875790955,0.49162085372249176,0.0,13
